weights,w_XGBoost,w_LightGBM,w_CatBoost,w_MLP,w_LSTM,mae,rmse,r2,smape
"{""XGBoost"": 0.55, ""LightGBM"": 0.0, ""CatBoost"": 0.0, ""MLP"": 0.1, ""LSTM"": 0.35000000000000003}",0.55,0.0,0.0,0.1,0.35000000000000003,6.030632592446427,8.686761983801858,0.9798768405777876,15.544552592177574
"{""XGBoost"": 0.35000000000000003, ""LightGBM"": 0.35000000000000003, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.25}",0.35000000000000003,0.35000000000000003,0.0,0.05,0.25,6.031546937215919,9.296861364410917,0.976950949828461,14.658656505660831
"{""XGBoost"": 0.5, ""LightGBM"": 0.2, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.25}",0.5,0.2,0.05,0.0,0.25,6.03176982928349,9.276468214777413,0.9770519575081605,14.722375242699645
"{""XGBoost"": 0.5, ""LightGBM"": 0.30000000000000004, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.2}",0.5,0.30000000000000004,0.0,0.0,0.2,6.032028482729221,9.44987298908784,0.9761860045372543,14.38239176986087
"{""XGBoost"": 0.55, ""LightGBM"": 0.1, ""CatBoost"": 0.0, ""MLP"": 0.1, ""LSTM"": 0.25}",0.55,0.1,0.0,0.1,0.25,6.03227444413383,9.091254883901659,0.9779591676350415,15.204944384233112
"{""XGBoost"": 0.45, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.0, ""MLP"": 0.1, ""LSTM"": 0.30000000000000004}",0.45,0.15000000000000002,0.0,0.1,0.30000000000000004,6.03255439380432,8.946269031392937,0.9786565691238273,15.319475106811097
"{""XGBoost"": 0.55, ""LightGBM"": 0.1, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.30000000000000004}",0.55,0.1,0.05,0.0,0.30000000000000004,6.032850944609736,9.010190479277803,0.9783504801834583,15.078760226323848
"{""XGBoost"": 0.35000000000000003, ""LightGBM"": 0.4, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.25}",0.35000000000000003,0.4,0.0,0.0,0.25,6.0333041852351,9.342224341105627,0.9767254706343158,14.474429302837772
"{""XGBoost"": 0.7000000000000001, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.15000000000000002}",0.7000000000000001,0.15000000000000002,0.0,0.0,0.15000000000000002,6.03472999188152,9.568208875265256,0.9755858494336174,14.224462605288235
"{""XGBoost"": 0.45, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.30000000000000004}",0.45,0.15000000000000002,0.05,0.05,0.30000000000000004,6.035086352352458,9.046482849555483,0.9781757236593732,15.033706429114188
"{""XGBoost"": 0.30000000000000004, ""LightGBM"": 0.4, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.30000000000000004}",0.30000000000000004,0.4,0.0,0.0,0.30000000000000004,6.036861828722195,9.153229328632404,0.9776576417797509,14.735132774453753
"{""XGBoost"": 0.45, ""LightGBM"": 0.2, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.25}",0.45,0.2,0.05,0.05,0.25,6.037290611463256,9.28408285171472,0.977014268006837,14.77211664549456
"{""XGBoost"": 0.35000000000000003, ""LightGBM"": 0.25, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.35000000000000003}",0.35000000000000003,0.25,0.0,0.05,0.35000000000000003,6.037564381077884,8.840842137622872,0.9791566464387647,15.17875725956295
"{""XGBoost"": 0.55, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.2}",0.55,0.15000000000000002,0.05,0.05,0.2,6.038732371695561,9.463656619669644,0.9761164834537094,14.596297938395212
"{""XGBoost"": 0.5, ""LightGBM"": 0.05, ""CatBoost"": 0.0, ""MLP"": 0.1, ""LSTM"": 0.35000000000000003}",0.5,0.05,0.0,0.1,0.35000000000000003,6.03948758482287,8.718669791233435,0.9797287381808567,15.521459017813324
"{""XGBoost"": 0.5, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.30000000000000004}",0.5,0.15000000000000002,0.05,0.0,0.30000000000000004,6.041078613943685,9.048278176379652,0.9781670604921949,15.007410365163246
"{""XGBoost"": 0.45, ""LightGBM"": 0.25, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.25}",0.45,0.25,0.05,0.0,0.25,6.043423702292644,9.326508691543614,0.9768037103934901,14.650949833646687
"{""XGBoost"": 0.4, ""LightGBM"": 0.25, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.35000000000000003}",0.4,0.25,0.0,0.0,0.35000000000000003,6.04426534758473,8.842283860663105,0.9791498478119299,15.146113002638359
"{""XGBoost"": 0.55, ""LightGBM"": 0.2, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.2}",0.55,0.2,0.05,0.0,0.2,6.045492926451604,9.502291353217087,0.9759210797460264,14.512330378460096
